Location,Poverty Level,TimeFrame,DataFormat,Data
BIG SANDY 100J,Eligible for Free or Reduced Lunch,2010,Percent,0.544
BIG SANDY 100J,Eligible for Reduced Price Lunch,2010,Percent,0.148
BIG SANDY 100J,Eligible for Free Lunch,2011,Percent,0.4
BIG SANDY 100J,Eligible for Free or Reduced Lunch,2011,Percent,0.5394
BIG SANDY 100J,Eligible for Free or Reduced Lunch,2011,Number,178
BIG SANDY 100J,Eligible for Reduced Price Lunch,2011,Percent,0.1394
BIG SANDY 100J,Eligible for Free Lunch,2011,Number,132
BIG SANDY 100J,Eligible for Reduced Price Lunch,2011,Number,46
BIG SANDY 100J,Eligible for Free or Reduced Lunch,2012,Number,132
BIG SANDY 100J,Eligible for Free Lunch,2012,Number,84
BIG SANDY 100J,Eligible for Free or Reduced Lunch,2012,Percent,0.44
BIG SANDY 100J,Eligible for Reduced Price Lunch,2012,Number,48
BIG SANDY 100J,Eligible for Free Lunch,2012,Percent,0.28
BIG SANDY 100J,Eligible for Reduced Price Lunch,2012,Percent,0.16
BIG SANDY 100J,Eligible for Free Lunch,2014,Percent,0.28814
BIG SANDY 100J,Eligible for Reduced Price Lunch,2014,Percent,0.13559
BIG SANDY 100J,Eligible for Reduced Price Lunch,2014,Number,40
BIG SANDY 100J,Eligible for Free or Reduced Lunch,2014,Percent,0.42373
BIG SANDY 100J,Eligible for Free or Reduced Lunch,2014,Number,125
BIG SANDY 100J,Eligible for Free Lunch,2014,Number,85
BOULDER VALLEY RE 2,Eligible for Free Lunch,2014,Number,5335
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2014,Number,6197
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2014,Percent,0.2005
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2014,Number,862
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2014,Percent,0.02789
BOULDER VALLEY RE 2,Eligible for Free Lunch,2014,Percent,0.17261
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2012,Percent,0.03066
BOULDER VALLEY RE 2,Eligible for Free Lunch,2012,Percent,0.15695
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2012,Number,921
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2012,Percent,0.18761
BOULDER VALLEY RE 2,Eligible for Free Lunch,2012,Number,4715
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2012,Number,5636
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2011,Number,897
BOULDER VALLEY RE 2,Eligible for Free Lunch,2011,Number,4665
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2011,Percent,0.0301
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2011,Number,5562
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2011,Percent,0.1868
BOULDER VALLEY RE 2,Eligible for Free Lunch,2011,Percent,0.1566
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2010,Percent,0.029
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2010,Percent,0.184
BOULDER VALLEY RE 2,Eligible for Free Lunch,2010,Percent,0.154
BOULDER VALLEY RE 2,Eligible for Free Lunch,2010,Number,4554
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2010,Number,5423
BOULDER VALLEY RE 2,Eligible for Free Lunch,2009,Number,4008
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2010,Number,869
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2009,Number,4922
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2009,Number,914
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2009,Percent,0.0315
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2009,Percent,0.1697
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2013,Percent,0.02377
BOULDER VALLEY RE 2,Eligible for Free Lunch,2009,Percent,0.1382
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2013,Percent,0.18582
BOULDER VALLEY RE 2,Eligible for Free Lunch,2013,Percent,0.16205
BOULDER VALLEY RE 2,Eligible for Free Lunch,2013,Number,4950
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2013,Number,5676
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2013,Number,726
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2008,Number,808
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2008,Number,4879
BOULDER VALLEY RE 2,Eligible for Free Lunch,2008,Number,4071
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2008,Percent,0.028
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2008,Percent,0.169
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2007,Percent,0.03
BOULDER VALLEY RE 2,Eligible for Free Lunch,2008,Percent,0.141
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2007,Percent,0.17
BOULDER VALLEY RE 2,Eligible for Free Lunch,2007,Percent,0.14
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2007,Number,834
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2007,Number,4772
BOULDER VALLEY RE 2,Eligible for Free Lunch,2007,Number,3938
BOULDER VALLEY RE 2,Eligible for Free Lunch,2006,Number,4122
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2006,Number,5011
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2006,Number,889
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2006,Percent,0.0316
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2006,Percent,0.1779
BOULDER VALLEY RE 2,Eligible for Free Lunch,2006,Percent,0.1463
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2005,Percent,0.0236
BOULDER VALLEY RE 2,Eligible for Free Lunch,2005,Percent,0.137
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2005,Number,659
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2005,Percent,0.1606
BOULDER VALLEY RE 2,Eligible for Free Lunch,2005,Number,3827
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2005,Number,4486
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2004,Number,649
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2004,Number,3791
BOULDER VALLEY RE 2,Eligible for Free Lunch,2004,Number,3142
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2004,Percent,0.0232
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2004,Percent,0.1358
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2003,Percent,0.02
BOULDER VALLEY RE 2,Eligible for Free Lunch,2004,Percent,0.1125
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2003,Percent,0.13
BOULDER VALLEY RE 2,Eligible for Free Lunch,2003,Percent,0.11
BOULDER VALLEY RE 2,Eligible for Free Lunch,2003,Number,2983
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2003,Number,3638
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2003,Number,655
BOULDER VALLEY RE 2,Eligible for Free Lunch,2002,Number,2653
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2002,Number,3382
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2002,Number,729
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2002,Percent,0.02626
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2002,Percent,0.12181
BOULDER VALLEY RE 2,Eligible for Free Lunch,2002,Percent,0.09556
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2001,Percent,0.02793
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2001,Percent,0.1198
BOULDER VALLEY RE 2,Eligible for Free Lunch,2001,Percent,0.09187
BOULDER VALLEY RE 2,Eligible for Free Lunch,2001,Number,2569
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2001,Number,3350
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2001,Number,781
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2000,Number,822
BOULDER VALLEY RE 2,Eligible for Free Lunch,2000,Number,2372
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2000,Number,3194
BOULDER VALLEY RE 2,Eligible for Free or Reduced Lunch,2000,Percent,0.12
BOULDER VALLEY RE 2,Eligible for Free Lunch,2000,Percent,0.09
BOULDER VALLEY RE 2,Eligible for Reduced Price Lunch,2000,Percent,0.03
BRANSON REORGANIZED 82,Eligible for Free or Reduced Lunch,2000,Percent,0.69
BRANSON REORGANIZED 82,Eligible for Free Lunch,2000,Percent,0.45
BRANSON REORGANIZED 82,Eligible for Reduced Price Lunch,2000,Percent,0.24
BRANSON REORGANIZED 82,Eligible for Free or Reduced Lunch,2000,Number,29
BRANSON REORGANIZED 82,Eligible for Reduced Price Lunch,2000,Number,10
BRANSON REORGANIZED 82,Eligible for Free Lunch,2000,Number,19
BRANSON REORGANIZED 82,Eligible for Reduced Price Lunch,2001,Number,8
BRANSON REORGANIZED 82,Eligible for Free or Reduced Lunch,2001,Number,29
BRANSON REORGANIZED 82,Eligible for Free Lunch,2001,Number,21
BRANSON REORGANIZED 82,Eligible for Free Lunch,2001,Percent,0.13816
BRANSON REORGANIZED 82,Eligible for Free or Reduced Lunch,2001,Percent,0.19079
BRANSON REORGANIZED 82,Eligible for Reduced Price Lunch,2001,Percent,0.05263
BRANSON REORGANIZED 82,Eligible for Free Lunch,2002,Percent,0.01488
BRANSON REORGANIZED 82,Eligible for Free or Reduced Lunch,2002,Percent,0.02436
BRANSON REORGANIZED 82,Eligible for Reduced Price Lunch,2002,Percent,0.00947
BRANSON REORGANIZED 82,Eligible for Free or Reduced Lunch,2002,Number,18
BRANSON REORGANIZED 82,Eligible for Free Lunch,2002,Number,11
BRANSON REORGANIZED 82,Eligible for Reduced Price Lunch,2003,Number,9
BRANSON REORGANIZED 82,Eligible for Free Lunch,2003,Number,10
BRANSON REORGANIZED 82,Eligible for Reduced Price Lunch,2002,Number,7
BRANSON REORGANIZED 82,Eligible for Free or Reduced Lunch,2003,Number,19
BRANSON REORGANIZED 82,Eligible for Free Lunch,2003,Percent,0.01
BRANSON REORGANIZED 82,Eligible for Free or Reduced Lunch,2003,Percent,0.02
BRANSON REORGANIZED 82,Eligible for Reduced Price Lunch,2003,Percent,0.01
BRANSON REORGANIZED 82,Eligible for Free Lunch,2004,Percent,0.0225
BRANSON REORGANIZED 82,Eligible for Free or Reduced Lunch,2004,Percent,0.0255
BRANSON REORGANIZED 82,Eligible for Reduced Price Lunch,2004,Percent,0.0031
BRANSON REORGANIZED 82,Eligible for Free Lunch,2004,Number,22
BRANSON REORGANIZED 82,Eligible for Free or Reduced Lunch,2004,Number,25
BRANSON REORGANIZED 82,Eligible for Reduced Price Lunch,2004,Number,3
BRANSON REORGANIZED 82,Eligible for Reduced Price Lunch,2005,Number,111
BRANSON REORGANIZED 82,Eligible for Free Lunch,2005,Number,173
BRANSON REORGANIZED 82,Eligible for Free or Reduced Lunch,2005,Number,284
BRANSON REORGANIZED 82,Eligible for Free or Reduced Lunch,2005,Percent,0.2513
BRANSON REORGANIZED 82,Eligible for Reduced Price Lunch,2005,Percent,0.0982
BRANSON REORGANIZED 82,Eligible for Free Lunch,2005,Percent,0.1531
BRANSON REORGANIZED 82,Eligible for Free Lunch,2006,Percent,0.2031
BRANSON REORGANIZED 82,Eligible for Free or Reduced Lunch,2006,Percent,0.31
BRANSON REORGANIZED 82,Eligible for Reduced Price Lunch,2006,Percent,0.107
BRANSON REORGANIZED 82,Eligible for Free Lunch,2006,Number,186
BRANSON REORGANIZED 82,Eligible for Reduced Price Lunch,2006,Number,98
BRANSON REORGANIZED 82,Eligible for Free or Reduced Lunch,2006,Number,284
BRANSON REORGANIZED 82,Eligible for Free Lunch,2007,Number,85
BRANSON REORGANIZED 82,Eligible for Free or Reduced Lunch,2007,Number,156
BRANSON REORGANIZED 82,Eligible for Reduced Price Lunch,2007,Number,71
BRANSON REORGANIZED 82,Eligible for Free Lunch,2007,Percent,0.13
BRANSON REORGANIZED 82,Eligible for Free or Reduced Lunch,2007,Percent,0.24
BRANSON REORGANIZED 82,Eligible for Free Lunch,2008,Percent,0.1657
BRANSON REORGANIZED 82,Eligible for Reduced Price Lunch,2007,Percent,0.11
BRANSON REORGANIZED 82,Eligible for Free or Reduced Lunch,2008,Percent,0.2632
BRANSON REORGANIZED 82,Eligible for Reduced Price Lunch,2008,Percent,0.0975
BRANSON REORGANIZED 82,Eligible for Free Lunch,2008,Number,85
BRANSON REORGANIZED 82,Eligible for Free or Reduced Lunch,2008,Number,135
BRANSON REORGANIZED 82,Eligible for Reduced Price Lunch,2008,Number,50
BRANSON REORGANIZED 82,Eligible for Reduced Price Lunch,2013,Number,19
BRANSON REORGANIZED 82,Eligible for Free or Reduced Lunch,2013,Number,83
BRANSON REORGANIZED 82,Eligible for Free Lunch,2013,Number,64
BRANSON REORGANIZED 82,Eligible for Free Lunch,2013,Percent,0.13333
BRANSON REORGANIZED 82,Eligible for Free or Reduced Lunch,2013,Percent,0.17292
BRANSON REORGANIZED 82,Eligible for Reduced Price Lunch,2013,Percent,0.03958
BRANSON REORGANIZED 82,Eligible for Free Lunch,2009,Percent,0.1379
BRANSON REORGANIZED 82,Eligible for Free or Reduced Lunch,2009,Percent,0.213
BRANSON REORGANIZED 82,Eligible for Reduced Price Lunch,2009,Percent,0.0751
BRANSON REORGANIZED 82,Eligible for Free or Reduced Lunch,2009,Number,105
BRANSON REORGANIZED 82,Eligible for Free or Reduced Lunch,2010,Number,113
BRANSON REORGANIZED 82,Eligible for Free Lunch,2010,Number,90
BRANSON REORGANIZED 82,Eligible for Reduced Price Lunch,2009,Number,37
BRANSON REORGANIZED 82,Eligible for Free Lunch,2009,Number,68
BRANSON REORGANIZED 82,Eligible for Free or Reduced Lunch,2010,Percent,0.24
BRANSON REORGANIZED 82,Eligible for Free Lunch,2010,Percent,0.191
BRANSON REORGANIZED 82,Eligible for Reduced Price Lunch,2010,Percent,0.049
BRANSON REORGANIZED 82,Eligible for Free Lunch,2011,Percent,0.1324
BRANSON REORGANIZED 82,Eligible for Free or Reduced Lunch,2011,Percent,0.2009
BRANSON REORGANIZED 82,Eligible for Reduced Price Lunch,2011,Percent,0.0685
BRANSON REORGANIZED 82,Eligible for Reduced Price Lunch,2010,Number,23
BRANSON REORGANIZED 82,Eligible for Free Lunch,2011,Number,58
BRANSON REORGANIZED 82,Eligible for Reduced Price Lunch,2011,Number,30
BRANSON REORGANIZED 82,Eligible for Free or Reduced Lunch,2011,Number,88
BRANSON REORGANIZED 82,Eligible for Free or Reduced Lunch,2012,Number,78
BRANSON REORGANIZED 82,Eligible for Reduced Price Lunch,2012,Number,30
BRANSON REORGANIZED 82,Eligible for Free Lunch,2012,Number,48
BRANSON REORGANIZED 82,Eligible for Free or Reduced Lunch,2012,Percent,0.17257
BRANSON REORGANIZED 82,Eligible for Free or Reduced Lunch,2014,Percent,0.18889
BRANSON REORGANIZED 82,Eligible for Free Lunch,2012,Percent,0.10619
BRANSON REORGANIZED 82,Eligible for Reduced Price Lunch,2012,Percent,0.06637
BRANSON REORGANIZED 82,Eligible for Reduced Price Lunch,2014,Percent,0.05556
BRANSON REORGANIZED 82,Eligible for Free Lunch,2014,Percent,0.13333
BRANSON REORGANIZED 82,Eligible for Free Lunch,2014,Number,60
BRANSON REORGANIZED 82,Eligible for Reduced Price Lunch,2014,Number,25
BRANSON REORGANIZED 82,Eligible for Free or Reduced Lunch,2014,Number,85
BRIGGSDALE RE-10,Eligible for Free or Reduced Lunch,2014,Number,59
BRIGGSDALE RE-10,Eligible for Reduced Price Lunch,2014,Number,21
BRIGGSDALE RE-10,Eligible for Free Lunch,2014,Number,38
BRIGGSDALE RE-10,Eligible for Free Lunch,2014,Percent,0.21469
BRIGGSDALE RE-10,Eligible for Reduced Price Lunch,2014,Percent,0.11864
BRIGGSDALE RE-10,Eligible for Reduced Price Lunch,2012,Percent,0.16049
BRIGGSDALE RE-10,Eligible for Free Lunch,2012,Percent,0.25309
BRIGGSDALE RE-10,Eligible for Free or Reduced Lunch,2014,Percent,0.33333
BRIGGSDALE RE-10,Eligible for Free or Reduced Lunch,2012,Percent,0.41358
BRIGGSDALE RE-10,Eligible for Free Lunch,2012,Number,41
BRIGGSDALE RE-10,Eligible for Reduced Price Lunch,2012,Number,26
BRIGGSDALE RE-10,Eligible for Free or Reduced Lunch,2012,Number,67
BRIGGSDALE RE-10,Eligible for Free or Reduced Lunch,2011,Number,68
BRIGGSDALE RE-10,Eligible for Reduced Price Lunch,2011,Number,25
BRIGGSDALE RE-10,Eligible for Free Lunch,2011,Number,43
BRIGGSDALE RE-10,Eligible for Reduced Price Lunch,2010,Number,32
BRIGGSDALE RE-10,Eligible for Reduced Price Lunch,2011,Percent,0.1603
BRIGGSDALE RE-10,Eligible for Free or Reduced Lunch,2011,Percent,0.4359
BRIGGSDALE RE-10,Eligible for Free Lunch,2011,Percent,0.2756
BRIGGSDALE RE-10,Eligible for Reduced Price Lunch,2010,Percent,0.204
BRIGGSDALE RE-10,Eligible for Free Lunch,2010,Percent,0.274
BRIGGSDALE RE-10,Eligible for Free or Reduced Lunch,2010,Percent,0.478
BRIGGSDALE RE-10,Eligible for Free Lunch,2009,Number,60
BRIGGSDALE RE-10,Eligible for Reduced Price Lunch,2009,Number,19
BRIGGSDALE RE-10,Eligible for Free Lunch,2010,Number,43
BRIGGSDALE RE-10,Eligible for Free or Reduced Lunch,2010,Number,75
BRIGGSDALE RE-10,Eligible for Free or Reduced Lunch,2009,Number,79
BRIGGSDALE RE-10,Eligible for Reduced Price Lunch,2009,Percent,0.118
BRIGGSDALE RE-10,Eligible for Free or Reduced Lunch,2009,Percent,0.4907
BRIGGSDALE RE-10,Eligible for Free Lunch,2009,Percent,0.3727
BRIGGSDALE RE-10,Eligible for Reduced Price Lunch,2013,Percent,0.14815
BRIGGSDALE RE-10,Eligible for Free or Reduced Lunch,2013,Percent,0.41358
BRIGGSDALE RE-10,Eligible for Free Lunch,2013,Percent,0.26543
BRIGGSDALE RE-10,Eligible for Free Lunch,2013,Number,43
BRIGGSDALE RE-10,Eligible for Free or Reduced Lunch,2013,Number,67
BRIGGSDALE RE-10,Eligible for Reduced Price Lunch,2013,Number,24
BRIGGSDALE RE-10,Eligible for Reduced Price Lunch,2008,Number,9
BRIGGSDALE RE-10,Eligible for Free Lunch,2008,Number,42
BRIGGSDALE RE-10,Eligible for Free or Reduced Lunch,2008,Number,51
BRIGGSDALE RE-10,Eligible for Free Lunch,2008,Percent,0.2781
BRIGGSDALE RE-10,Eligible for Reduced Price Lunch,2008,Percent,0.0596
BRIGGSDALE RE-10,Eligible for Free or Reduced Lunch,2007,Percent,0.43
BRIGGSDALE RE-10,Eligible for Free or Reduced Lunch,2008,Percent,0.3377
BRIGGSDALE RE-10,Eligible for Free Lunch,2007,Percent,0.34
BRIGGSDALE RE-10,Eligible for Reduced Price Lunch,2007,Percent,0.09
BRIGGSDALE RE-10,Eligible for Reduced Price Lunch,2007,Number,13
BRIGGSDALE RE-10,Eligible for Free or Reduced Lunch,2007,Number,61
BRIGGSDALE RE-10,Eligible for Free Lunch,2007,Number,48
BRIGGSDALE RE-10,Eligible for Free or Reduced Lunch,2006,Number,57
BRIGGSDALE RE-10,Eligible for Reduced Price Lunch,2006,Number,17
BRIGGSDALE RE-10,Eligible for Free Lunch,2006,Number,40
BRIGGSDALE RE-10,Eligible for Reduced Price Lunch,2006,Percent,0.1172
BRIGGSDALE RE-10,Eligible for Free or Reduced Lunch,2006,Percent,0.3931
BRIGGSDALE RE-10,Eligible for Free Lunch,2006,Percent,0.2759
BRIGGSDALE RE-10,Eligible for Free Lunch,2005,Percent,0.3133
BRIGGSDALE RE-10,Eligible for Reduced Price Lunch,2005,Percent,0.0333
BRIGGSDALE RE-10,Eligible for Free or Reduced Lunch,2005,Percent,0.3467
BRIGGSDALE RE-10,Eligible for Free or Reduced Lunch,2005,Number,52
BRIGGSDALE RE-10,Eligible for Free Lunch,2005,Number,47
BRIGGSDALE RE-10,Eligible for Reduced Price Lunch,2005,Number,5
BRIGGSDALE RE-10,Eligible for Reduced Price Lunch,2004,Number,4
BRIGGSDALE RE-10,Eligible for Free or Reduced Lunch,2004,Number,48
BRIGGSDALE RE-10,Eligible for Free Lunch,2004,Number,44
BRIGGSDALE RE-10,Eligible for Reduced Price Lunch,2004,Percent,0.0284
BRIGGSDALE RE-10,Eligible for Free or Reduced Lunch,2004,Percent,0.3404
BRIGGSDALE RE-10,Eligible for Free Lunch,2004,Percent,0.3121
BRIGGSDALE RE-10,Eligible for Reduced Price Lunch,2003,Percent,0.02
BRIGGSDALE RE-10,Eligible for Free or Reduced Lunch,2003,Percent,0.31
BRIGGSDALE RE-10,Eligible for Free Lunch,2003,Percent,0.29
BRIGGSDALE RE-10,Eligible for Free or Reduced Lunch,2003,Number,46
BRIGGSDALE RE-10,Eligible for Reduced Price Lunch,2002,Number,12
BRIGGSDALE RE-10,Eligible for Free Lunch,2003,Number,43
BRIGGSDALE RE-10,Eligible for Reduced Price Lunch,2003,Number,3
BRIGGSDALE RE-10,Eligible for Free Lunch,2002,Number,19
BRIGGSDALE RE-10,Eligible for Free or Reduced Lunch,2002,Number,31
BRIGGSDALE RE-10,Eligible for Reduced Price Lunch,2002,Percent,0.08696
BRIGGSDALE RE-10,Eligible for Free or Reduced Lunch,2002,Percent,0.22464
BRIGGSDALE RE-10,Eligible for Free Lunch,2002,Percent,0.13768
BRIGGSDALE RE-10,Eligible for Reduced Price Lunch,2001,Percent,0.15493
BRIGGSDALE RE-10,Eligible for Free or Reduced Lunch,2001,Percent,0.30986
BRIGGSDALE RE-10,Eligible for Free Lunch,2001,Percent,0.15493
BRIGGSDALE RE-10,Eligible for Free Lunch,2001,Number,22
BRIGGSDALE RE-10,Eligible for Free or Reduced Lunch,2001,Number,44
BRIGGSDALE RE-10,Eligible for Reduced Price Lunch,2001,Number,22
BRIGGSDALE RE-10,Eligible for Reduced Price Lunch,2000,Number,23
BRIGGSDALE RE-10,Eligible for Free Lunch,2000,Number,32
BRIGGSDALE RE-10,Eligible for Free or Reduced Lunch,2000,Number,55
BRIGGSDALE RE-10,Eligible for Free or Reduced Lunch,2000,Percent,0.39
BRIGGSDALE RE-10,Eligible for Free Lunch,2000,Percent,0.23
BRIGGSDALE RE-10,Eligible for Reduced Price Lunch,2000,Percent,0.16
